Date,Total Value
2023-03-22,17085483.374484345
2023-03-23,17158829.269346945
2023-03-24,17104340.434325773
2023-03-27,17026765.046557784
2023-03-28,16910330.62582414
2023-03-29,16982187.551526032
2023-03-30,17142791.481183965
2023-03-31,17176356.06684642
2023-04-06,17074835.056118887
2023-04-07,17237315.573662408
2023-04-10,17396097.48874801
2023-04-11,17338441.358984716
2023-04-12,17242685.393107764
2023-04-13,17092283.680649612
2023-04-14,17282185.934105646
2023-04-17,17330988.326662667
2023-04-18,17171826.796691198
2023-04-19,17182828.68042678
2023-04-20,17134110.956724875
2023-04-21,17038779.07266416
2023-04-24,17060362.555371504
2023-04-25,16829991.3156701
2023-04-26,16812003.174104795
2023-04-27,16779892.00402249
2023-04-28,17293965.46928086
2023-05-02,17537528.139089018
2023-05-03,17525751.587001137
2023-05-04,17602137.957900167
2023-05-05,17649141.280087143
2023-05-08,17486561.48549565
2023-05-09,17584167.843108647
2023-05-10,17528371.45411908
2023-05-11,17424560.628396105
2023-05-12,17506695.80211968
2023-05-15,17388730.126043655
2023-05-16,17588044.57883727
2023-05-17,17997922.059572212
2023-05-18,18080424.896704756
2023-05-19,18186724.530945495
2023-05-22,18222847.35158516
2023-05-23,18132049.039129067
2023-05-24,18080109.2946891
2023-05-25,18318468.814582396
2023-05-26,18732507.052942354
2023-05-29,18672431.315693676
2023-05-30,18623391.94089029
2023-05-31,18495052.95326511
2023-06-01,18521826.68771054
2023-06-02,18584434.278125823
2023-06-05,18612460.67762181
2023-06-06,18820661.393957723
2023-06-07,18865040.707769804
2023-06-08,18571965.042427443
2023-06-09,18770293.95899184
2023-06-12,18898758.96573581
2023-06-13,19376208.51609467
2023-06-14,19267377.378577404
2023-06-15,19306822.121995464
2023-06-16,19305794.27856223
2023-06-19,19142879.2999258
2023-06-20,19086345.859842286
2023-06-21,19013320.745748084
2023-06-26,18663871.936971024
2023-06-27,18684966.843690034
2023-06-28,18854946.858132187
2023-06-29,19006476.294655547
2023-06-30,19030629.39314812
2023-07-03,19069913.77562772
2023-07-04,19282436.886485778
2023-07-05,19438489.484167483
2023-07-06,19133002.895666827
2023-07-07,19062271.12486129
2023-07-10,19072643.855556514
2023-07-11,19458956.97573462
2023-07-12,19655957.450147413
2023-07-13,19719003.290196225
2023-07-14,19962284.686902836
2023-07-17,19996408.12582736
2023-07-18,19960682.22217312
2023-07-19,19913408.408130728
2023-07-20,19907769.32073921
2023-07-21,19789561.768056028
2023-07-24,19627373.272032555
2023-07-25,20088155.198484708
2023-07-26,20021892.44671619
2023-07-27,20255189.19285092
2023-07-28,20434174.32382354
2023-07-31,20409462.728282142
2023-08-01,20051932.727958526
2023-08-02,19884295.46372319
2023-08-04,19747613.435333118
2023-08-07,20168450.355405696
2023-08-08,20034542.03793369
2023-08-09,19720657.920444336
2023-08-10,19230244.429648384
2023-08-11,19192970.32456552
2023-08-14,18954169.68621508
2023-08-15,19100574.976007104
2023-08-16,18923323.357411318
2023-08-17,19016338.47241277
2023-08-18,18702510.58176395
2023-08-21,18767071.274816148
2023-08-22,18866232.284284584
2023-08-23,19036968.026064396
2023-08-24,19485313.911301877
2023-08-25,19128442.600734286
2023-08-28,19095583.54843523
2023-08-29,19463641.32399867
2023-08-30,19604864.076137893
2023-08-31,19608696.385252237
2023-09-01,19858860.72788234
2023-09-04,19967178.428419955
2023-09-05,20238883.234627172
2023-09-06,20051052.256611746
2023-09-07,20097069.51872146
2023-09-08,19883681.44895256
2023-09-11,19807437.601618253
2023-09-12,19787438.252696544
2023-09-13,19884222.900637962
2023-09-14,20374276.31634388
2023-09-15,20623009.9840408
2023-09-18,20249405.217577815
2023-09-19,19916735.062480576
2023-09-20,19707877.63751821
2023-09-21,19589837.59548388
2023-09-22,19716688.087703682
2023-09-25,20027453.820835087
2023-09-26,19703610.438591573
2023-09-27,19820018.995116048
2023-09-28,19731299.135057464
2023-10-02,20088225.48120583
2023-10-03,20108448.890665535
2023-10-04,19884651.424981244
2023-10-05,20443357.664839808
2023-10-06,20357494.191060744
2023-10-11,20519042.890468415
2023-10-12,21080104.29361094
2023-10-13,21159374.72563031
2023-10-16,21192958.67711587
2023-10-17,20957303.787049193
2023-10-18,20848129.96707158
2023-10-19,21183195.612136792
2023-10-20,21197593.66571754
2023-10-23,20730641.56857995
2023-10-24,20919677.848090626
2023-10-25,20740777.24792314
2023-10-26,20413635.46946355
2023-10-27,20219287.676199846
2023-10-30,20186035.880692806
2023-10-31,19659196.77296537
2023-11-01,19729365.82360824
2023-11-02,20023553.497298557
2023-11-03,19965054.52190153
2023-11-06,20240808.706343614
2023-11-07,20399794.246477455
2023-11-08,20475035.606324304
2023-11-09,20420628.318178598
2023-11-10,20219608.004499573
2023-11-13,20043297.695193008
2023-11-14,20381134.634843778
2023-11-15,20553448.972409286
2023-11-16,20648781.614293892
2023-11-17,20615359.49601521
2023-11-20,20349409.92656573
2023-11-21,20382663.96012262
2023-11-22,20296614.65912287
2023-11-23,20218732.668167934
2023-11-24,20021680.149686713
2023-11-27,19869547.207206283
2023-11-28,20058927.73486553
2023-11-29,20136562.704910308
2023-11-30,20299267.20715465
2023-12-01,20504488.131063264
2023-12-04,20287602.28323519
2023-12-05,19917839.4616508
2023-12-06,19780400.490749013
2023-12-07,19783351.67317415
2023-12-08,19781902.441666402
2023-12-11,19764802.147649407
2023-12-12,19732471.008220106
2023-12-13,19875057.99149811
2023-12-14,19991163.1747613
2023-12-15,20018404.271737944
2023-12-18,20068364.685230874
2023-12-19,19952379.646390595
2023-12-20,20042895.98663128
2023-12-21,19988372.259002347
2023-12-22,20368537.667563517
2023-12-25,20303531.60729954
2023-12-26,20301520.22621578
2023-12-27,20468050.988356825
2023-12-28,20485139.501346607
2023-12-29,20391804.262288082
