Date,Open,High,Low,Close,Adj Close,Volume,EMA20,EMA60,MACD,MACD_signal,High-Low,High-Close,Low-Close,TrueRange,ATR,MiddleBand,UpperBand,LowerBand,K,D
2019-05-27,34.71449279785156,34.96186447143555,34.63203430175781,34.8794059753418,28.236661911010742,7814297,34.8794059753418,34.8794059753418,0.0,0.0,0.3298301696777344,,,0.3298301696777344,,,,,,
2019-05-28,34.83817672729492,35.085548400878906,34.67326354980469,34.8794059753418,28.236661911010742,33168581,34.8794059753418,34.8794059753418,0.0,0.0,0.41228485107421875,0.20614242553710938,0.20614242553710938,0.41228485107421875,,,,,,
2019-05-29,35.04431915283203,35.085548400878906,34.83817672729492,35.00309371948242,28.336793899536133,7824501,34.89118576049805,34.88346131121526,0.009866828592414834,0.0019733657184829666,0.24737167358398438,0.20614242553710938,0.041229248046875,0.24737167358398438,,,,,,
2019-05-30,34.92063522338867,35.291690826416016,34.92063522338867,35.12677764892578,28.43692398071289,10533479,34.91362308320545,34.891438896058226,0.027351331649278166,0.007048958904642007,0.37105560302734375,0.28859710693359375,0.08245849609375,0.37105560302734375,,,,,,
2019-05-31,35.20923614501953,35.7039794921875,35.168006896972656,35.662750244140625,28.870820999145508,15469447,34.98496852710404,34.916727792716664,0.08349396891439653,0.022337960906592912,0.5359725952148438,0.5772018432617188,0.041229248046875,0.5772018432617188,,,,,,
2019-06-03,35.62152099609375,36.11626434326172,35.33292007446289,35.992576599121094,29.137832641601562,10138394,35.08093120062947,34.952001524074184,0.15283980171126643,0.04843832906752762,0.7833442687988281,0.45351409912109375,0.3298301696777344,0.7833442687988281,,,,,,
2019-06-04,36.157493591308594,36.19872283935547,35.82766342163086,36.19872283935547,29.304719924926758,12455691,35.1873875471748,34.99287763277193,0.22187353259119647,0.0831253697722614,0.3710594177246094,0.206146240234375,0.16491317749023438,0.3710594177246094,,,,,,
2019-06-05,36.19872283935547,36.28117752075195,35.5390625,35.5390625,28.770689010620117,15480566,35.22088039982482,35.010785333336784,0.22080883845918464,0.11066206350964605,0.7421150207519531,0.08245468139648438,0.6596603393554688,0.7421150207519531,,,,,,
2019-06-06,35.5390625,35.580291748046875,35.41537857055664,35.580291748046875,28.804065704345703,9692911,35.25511005203644,35.02945767480269,0.2207472792146632,0.1326791066506495,0.16491317749023438,0.041229248046875,0.12368392944335938,0.16491317749023438,,,,,57.50000578284715,
2019-06-10,36.28117752075195,36.44609451293945,35.992576599121094,36.40486526489258,29.471601486206055,15160152,35.36461054849893,35.07455300562531,0.28396135489153096,0.16293555629882578,0.4535179138183594,0.8658027648925781,0.41228485107421875,0.8658027648925781,,,,,97.67438357608712,
2019-06-11,36.40486526489258,36.65223693847656,36.19872283935547,36.65223693847656,29.671863555908203,13919767,35.487241633258705,35.126280347686006,0.3499853784012785,0.20034552071931633,0.45351409912109375,0.24737167358398438,0.20614242553710938,0.45351409912109375,,,,,100.0,85.05812978631143
2019-06-12,36.52854919433594,36.56977844238281,36.157493591308594,36.56977844238281,29.605106353759766,8459886,35.590340376984805,35.173608154069505,0.39114727885983314,0.2385058723474197,0.41228485107421875,0.08245849609375,0.49474334716796875,0.49474334716796875,,,,,95.23802180517218,97.63746846041977
2019-06-13,36.32240676879883,36.3636360168457,35.745208740234375,35.992576599121094,29.137832641601562,15358222,35.628648588616834,35.20045957849742,0.3728945207382779,0.26538360202559136,0.6184272766113281,0.20614242553710938,0.8245697021484375,0.8245697021484375,,,,,55.555384212068404,83.59780200574687
2019-06-14,35.786434173583984,36.11626434326172,35.745208740234375,35.91012191772461,29.071081161499023,9441868,35.65545557234139,35.223727196177,0.3477668351386143,0.2818602486481959,0.37105560302734375,0.123687744140625,0.24736785888671875,0.37105560302734375,0.5006329672677177,,,,43.75005421409798,64.84782007711286
2019-06-17,36.157493591308594,36.48732376098633,35.91012191772461,36.3636360168457,29.4382266998291,11448088,35.722901328960845,35.261101255871054,0.3602945100529382,0.2975471009291444,0.5772018432617188,0.5772018432617188,0.0,0.5772018432617188,0.5183023725237165,,,,76.66661526362053,58.657351229928985
